recipient_uei,full_addy,recipient_CAGE,recipient_name,recipient_dba,phys_address_01,phys_address_02,phys_address_city,phys_address_st,phys_address_ZIP,phys_address_ZIP2,phys_address_country,phys_address_cong_dist,recipient_url,entity_structure,bus_type_counter,bus_type_string,primary_NAICS,NAICS_code_counter,NAICS_code_string,PSC_code_counter,PSC_code_string,street,city,state,postalcode,lat,long,full_address
H739QJN44BA8,400 E 14TH ST NA DES MOINES IA 50319,34XT1,DEPARTMENT OF EDUCATION IOWA,NA,400 E 14TH ST,NA,DES MOINES,IA,50319,9000,USA,03,http://www.educateiowa.gov/,2A,0002,12~2F,611110,0003,611110N~611210N~611710N,0000,NA,400 E 14TH ST,DES MOINES,IA,50319,41.5924582,-93.59859504641456,NA
H76APJPQ1JU6,1875 PENNSYLVANIA AVE NA SAINT LOUIS MO 63133,77W52,MID-COUNTY FIRE PROTECTION DISTRICT OF ST. LOUIS COUNTY,NA,1875 PENNSYLVANIA AVE,NA,SAINT LOUIS,MO,63133,1311,USA,01,https://www.midcountyfpd.org,2A,0002,12~MG,NA,0000,NA,0000,NA,1875 PENNSYLVANIA AVE,SAINT LOUIS,MO,63133,38.61557806122449,-90.22910375510205,NA
H77GBPTJEPX3,4905 E BROADWAY BLVD NA TUCSON AZ 85709,3BZV8,PIMA COUNTY COMMUNITY COLLEGE DISTRICT,NA,4905 E BROADWAY BLVD,NA,TUCSON,AZ,85709,1010,USA,06,NA,2A,0006,12~1A~GW~H6~M8~OH,611210,0001,611210N,0000,NA,4905 E BROADWAY BLVD,TUCSON,AZ,85709,32.2219644,-110.8869042,NA
H7CJA7NX9WN3,730 HARDING BLVD NA BATON ROUGE LA 70807,1MRL5,SOUTHERN UNIVERSITY AND A & M COLLEGE,NA,730 HARDING BLVD,NA,BATON ROUGE,LA,70807,5304,USA,02,NA,2A,0004,2F~G7~HB~M8,611310,0001,611310N,0000,NA,730 HARDING BLVD,BATON ROUGE,LA,70807,30.520166762938253,-91.18924409279086,NA
H7CLPELUCYV6,140 N SENATE AVE NA INDIANAPOLIS IN 46204,5ADC6,INDIANA STATE PUBLIC LIBRARY,NA,140 N SENATE AVE,NA,INDIANAPOLIS,IN,46204,2207,USA,07,www.in.gov/library,2A,0001,2F,NA,0000,NA,0000,NA,140 N SENATE AVE,INDIANAPOLIS,IN,46204,39.76970735,-86.16418434434897,NA
H7GFSFHXELW4,550 E SPRING ST NA COLUMBUS OH 43215,7FQ49,COLUMBUS STATE COMMUNITY COLLEGE,NA,550 E SPRING ST,NA,COLUMBUS,OH,43215,1722,USA,03,www.cscc.edu,2A,0004,12~2F~M8~OH,NA,0000,NA,0000,NA,550 E SPRING ST,COLUMBUS,OH,43215,39.97005625,-82.98763617963951,NA
H7UKAR6JK9B3,901 WELLINGTON AVE NA ELK GROVE VILLAGE IL 60007,30ZA3,VILLAGE OF ELK GROVE,NA,901 WELLINGTON AVE,NA,ELK GROVE VILLAGE,IL,60007,3456,USA,08,elkgrove.org,2A,0002,12~C6,921190,0001,921190N,0000,NA,901 WELLINGTON AVE,ELK GROVE VILLAGE,IL,60007,42.0028807,-88.0082487,NA
H7UXMLN4STU5,4450 HARRISBURG BLVD NA HOUSTON TX 77011,8JRF4,HOUSTON LAND BANK,NA,4450 HARRISBURG BLVD,NA,HOUSTON,TX,77011,4014,USA,29,NA,2A,0006,12~8B~C7~C8~H2~UD,237210,0003,237210N~531110E~921190N,0004,E1PC~M1PC~Y1PC~Z1PC,4450 HARRISBURG BLVD,HOUSTON,TX,77011,29.744027040816327,-95.33181973469388,NA
H7VMNKZ4VLR3,5700 R ST NA LINCOLN NE 68505,379L4,HOUSING AUTHORITY OF THE CITY OF LINCOLN,LINCOLN HOUSING AUTHORITY,5700 R ST,NA,LINCOLN,NE,68505,2332,USA,01,http://www.L-housing.com,2A,0003,12~8B~C8,NA,0000,NA,0000,NA,5700 R ST,LINCOLN,NE,68505,40.817163,-96.642784,NA
H7XUSDX7JSS3,110 S STEVENSON ST NA DEFOREST WI 53532,7GR46,DEFOREST WINDSOR FIRE & EMS DISTRICT BOARD,NA,110 S STEVENSON ST,NA,DEFOREST,WI,53532,1513,USA,02,www.deforestwindsorfire.com,2A,0002,12~C6,NA,0000,NA,0000,NA,110 S STEVENSON ST,DEFOREST,WI,53532,43.247526102040815,-89.33904410204082,NA
H8ARNKM182M3,306 E JACKSON ST NA TAMPA FL 33602,1PB96,CITY OF TAMPA,NA,306 E JACKSON ST,NA,TAMPA,FL,33602,5208,USA,14,www.tampagov.net,2A,0003,12~C6~C8,921190,0010,921110N~921120N~921140N~921190N~922120N~922160N~922190N~923130N~925110N~926110N,0000,NA,306 E JACKSON ST,TAMPA,FL,33602,27.94765865,-82.45723728496927,NA
H8FGHBNQLBP7,444 HEGENBERGER RD NA OAKLAND CA 94621,5BL87,LIGHTHOUSE COMMUNITY CHARTER SCHOOL,NA,444 HEGENBERGER RD,NA,OAKLAND,CA,94621,1418,USA,12,http://www.lighthousecharter.org,2A,0002,12~H6,NA,0000,NA,0000,NA,444 HEGENBERGER RD,OAKLAND,CA,94621,37.73610545743757,-122.1972833867147,NA
H9GNG27ALFN9,3139 DUCK CREEK RD NA BILLINGS MT 59101,5LMT8,CANYON CREEK SCHOOL DISTRICT 4,NA,3139 DUCK CREEK RD,NA,BILLINGS,MT,59101,6184,USA,02,www.canyoncreekschool.org,2A,0002,12~H6,NA,0000,NA,0000,NA,3139 DUCK CREEK RD,BILLINGS,MT,59101,45.71226755,-108.63642919707748,NA
H9JDLNVBCDC9,2222 N TAMPA ST NA TAMPA FL 33602,9CCZ0,BREWSTER TECHNICAL COLLEGE,NA,2222 N TAMPA ST,NA,TAMPA,FL,33602,2196,USA,14,https://www.hillsboroughschools.org/,2A,0002,12~H6,NA,0000,NA,0000,NA,2222 N TAMPA ST,TAMPA,FL,33602,27.963482450980397,-82.46098835294117,NA
H9MHEF3PKR89,1060 ELBEL RD NA SCHERTZ TX 78154,5EMF0,SCHERTZ-CIBOLO-UNIVERSAL CITY INDEPENDENT SCHOOL DISTRICT,S.C.U.C.I.S.D,1060 ELBEL RD,NA,SCHERTZ,TX,78154,2037,USA,28,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,1060 ELBEL RD,SCHERTZ,TX,78154,29.56319205,-98.26240256729554,NA
H9MVMCFAG2L9,375 BEALE ST STE 700 SAN FRANCISCO CA 94105,0NLW5,ASSOCIATION OF BAY AREA GOVERNMENTS,NA,375 BEALE ST,STE 700,SAN FRANCISCO,CA,94105,2178,USA,11,HTTP://WWW.bayareametro.gov,2A,0003,12~UD~ZR,925120,0001,925120N,0000,NA,375 BEALE ST,SAN FRANCISCO,CA,94105,37.7881157,-122.39115426050108,NA
H9RCTSVWW211,1 U N F DRIVE NA JACKSONVILLE FL 32224,1MQ57,UNIVERSITY OF NORTH FLORIDA,NA,1 U N F DRIVE,NA,JACKSONVILLE,FL,32224,NA,USA,05,NA,2A,0005,12~2F~H6~M8~OH,NA,0000,NA,0000,NA,1 U N F DRIVE,JACKSONVILLE,FL,32224,30.261991,-81.5033542,NA
H9W3B71EFTM8,4622 UNIVERSITY AVE NA MADISON WI 53705,355Z7,WISCONSIN TECHNICAL COLLEGE SYSTEM,NA,4622 UNIVERSITY AVE,NA,MADISON,WI,53705,2156,USA,02,NA,2A,0001,2F,NA,0000,NA,0000,NA,4622 UNIVERSITY AVE,MADISON,WI,53705,43.0760039,-89.4560766,NA
H9XMMVNG3TB3,1301 3RD ST NA DETROIT MI 48226,74SX8,DETROIT BUILDING AUTHORITY,NA,1301 3RD ST,NA,DETROIT,MI,48226,2503,USA,13,NA,2A,0002,12~C8,236220,0001,236220N,0000,NA,1301 3RD ST,DETROIT,MI,48226,42.3300386,-83.0577532,NA
HA46JJH4DVM7,1209 AVE PONCE DE LEON NA SAN JUAN PR 00926,48NX6,WOMENS ADVOCATE OFFICE,NA,1209 AVE PONCE DE LEON,NA,SAN JUAN,PR,00926,1305,USA,98,http://www.mujer.gobierno.pr/,2A,0001,2F,921190,0002,921110N~921190N,0000,NA,1209 AVE PONCE DE LEON,SAN JUAN,PR,00926,18.45112876923077,-66.07478161538461,NA
HA6FUTRKKFK6,777 EAST RIALTO AVE NA SAN BERNARDINO CA 92415,1TY43,"SAN BERNARDINO, COUNTY OF",DEPARTMENT OF AIRPORTS,777 EAST RIALTO AVE,NA,SAN BERNARDINO,CA,92415,1005,USA,33,NA,2A,0003,12~C7~TR,NA,0000,NA,0000,NA,777 EAST RIALTO AVE,SAN BERNARDINO,CA,92415,34.1007437,-117.2706467,NA
HAAEMWMYFJF5,11039 W OLIVE AVE NA PEORIA AZ 85345,5RQ45,PARAMOUNT EDUCATION STUDIES INC,NA,11039 W OLIVE AVE,NA,PEORIA,AZ,85345,9200,USA,08,www.paramountacademy.com,2A,0002,12~H6,NA,0000,NA,0000,NA,11039 W OLIVE AVE,PEORIA,AZ,85345,33.5644888,-112.2967968,NA
HAAWKXL2PLE3,55 TRINITY AVE NA ATLANTA GA 30303,37VB6,"ATLANTA, CITY OF",NA,55 TRINITY AVE,NA,ATLANTA,GA,30303,3520,USA,05,http://www.atlantaga.gov,2A,0003,12~C6~C8,221320,0001,221320N,0001,9999,55 TRINITY AVE,ATLANTA,GA,30303,33.74861935,-84.39077011935771,NA
HAC7HNDLD115,211 W TEMPLE ST NA LOS ANGELES CA 90012,37RP9,COUNTY OF LOS ANGELES,NA,211 W TEMPLE ST,NA,LOS ANGELES,CA,90012,4086,USA,34,http://www.lasd.org,2A,0002,12~C7,922120,0001,922120N,0000,NA,211 W TEMPLE ST,LOS ANGELES,CA,90012,34.05510830612245,-118.24273520408164,NA
HADXX5W38854,301 W AMELIA ST NA ORLANDO FL 32801,0TM47,"ORANGE COUNTY PUBLIC SCHOOL DISTRICT, THE",ORANGE TECHNICAL COLLEGE ORLANDO CAMPUS,301 W AMELIA ST,NA,ORLANDO,FL,32801,1140,USA,10,orangetechcollege.net,2A,0002,12~H6,NA,0000,NA,0000,NA,301 W AMELIA ST,ORLANDO,FL,32801,28.5493913,-81.3828882,NA
HAMMJVYDY9D9,501 WEST STATE STREET NA JACKSONVILLE FL 32202,0MH01,FLORIDA STATE COLLEGE AT JACKSONVILLE,NA,501 WEST STATE STREET,NA,JACKSONVILLE,FL,32202,3099,USA,04,fscj.edu,2A,0003,2F~M8~OH,611310,0006,611310N~611430N~611519E~611691N~611699N~611710N,0000,NA,501 WEST STATE STREET,JACKSONVILLE,FL,32202,30.3352736,-81.6624392,NA
HANLZXWD5NB5,700 W STATE ST NA BOISE ID 83702,1PX00,STATE OF IDAHO,NA,700 W STATE ST,NA,BOISE,ID,83702,5868,USA,02,commerce.idaho.gov,2A,0002,2F~H2,926110,0001,926110N,0000,NA,700 W STATE ST,BOISE,ID,83702,43.61858325,-116.19935337533866,NA
HAZKLK8FHR63,33 BEAVER ST NA NEW YORK NY 10004,36FB3,NYC DEPARTMENT OF PROBATION,NA,33 BEAVER ST,NA,NEW YORK,NY,10004,2736,USA,10,NA,2A,0002,12~C8,922190,0001,922190N,0000,NA,33 BEAVER ST,NEW YORK,NY,10004,40.7050772,-74.0122027,NA
HB6JZ8ELF833,4845 CASA LOMA AVE NA YORBA LINDA CA 92886,5HTG2,CITY OF YORBA LINDA,NA,4845 CASA LOMA AVE,NA,YORBA LINDA,CA,92886,3364,USA,40,NA,2A,0004,12~C6~C8~UD,NA,0000,NA,0000,NA,4845 CASA LOMA AVE,YORBA LINDA,CA,92886,33.89054430769231,-117.824211,NA
HB81S6TNU2L5,2491 WINCHESTER RD STE 113 MEMPHIS TN 38116,3SAN9,MEMPHIS-SHELBY COUNTY AIRPORT AUTHORITY,NA,2491 WINCHESTER RD,STE 113,MEMPHIS,TN,38116,3856,USA,09,www.flymemphis.com,2A,0005,12~C7~C8~HQ~TR,488119,0001,488119N,0000,NA,2491 WINCHESTER RD,MEMPHIS,TN,38116,35.05224480074942,-89.9810060527721,NA
HB8LWY76M1K4,6724 N MARTIN LUTHER KING AVE NA OKLAHOMA CITY OK 73111,6VUC9,MILLWOOD INDEPENDENT SCHOOL DISTRICT,NA,6724 N MARTIN LUTHER KING AVE,NA,OKLAHOMA CITY,OK,73111,7943,USA,05,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,6724 N MARTIN LUTHER KING AVE,OKLAHOMA CITY,OK,73111,35.542064,-97.476495,NA
HBBLWN9K6DN9,1500 R ST NA LINCOLN NE 68508,0LX41,NEBRASKA HISTORICAL SOCIETY,NA,1500 R ST,NA,LINCOLN,NE,68508,1651,USA,01,history.nebraska.gov,2A,0001,2F,NA,0000,NA,0000,NA,1500 R ST,LINCOLN,NE,68508,40.817018825705965,-96.6996406849404,NA
HBJJYUP8KXG5,200 W FRONT ST NA BOISE ID 83702,0JC31,ADA COUNTY IDAHO,NA,200 W FRONT ST,NA,BOISE,ID,83702,7300,USA,02,NA,2A,0002,12~C7,NA,0000,NA,0000,NA,200 W FRONT ST,BOISE,ID,83702,43.61065395,-116.19778960488026,NA
HBJYNP2M1GS6,1215 TRUXTUN AVE NA BAKERSFIELD CA 93301,5SY21,KERN COUNTY DIST ATTORNEY OFFICE,NA,1215 TRUXTUN AVE,NA,BAKERSFIELD,CA,93301,4619,USA,22,NA,2A,0003,12~2F~C7,922130,0002,921190N~922130N,0000,NA,1215 TRUXTUN AVE,BAKERSFIELD,CA,93301,35.37324242857142,-119.01553985714284,NA
HBKWPR2RD7H1,300 S SALISBURY ST NA RALEIGH NC 27601,5G452,WAKE COUNTY GOVERNMENT,NA,300 S SALISBURY ST,NA,RALEIGH,NC,27601,1751,USA,13,www.wake.gov,2A,0002,12~C7,NA,0000,NA,0000,NA,300 S SALISBURY ST,RALEIGH,NC,27601,35.776144,-78.6404,NA
HBL6DQ3NT6G8,3822 SUMMIT ST NA KANSAS CITY MO 64111,39SS9,"HOUSING AUTHORITY OF KANSAS CITY, MO",NA,3822 SUMMIT ST,NA,KANSAS CITY,MO,64111,4652,USA,05,NA,2A,0003,12~8B~MG,NA,0000,NA,0000,NA,3822 SUMMIT ST,KANSAS CITY,MO,64111,39.057790836734696,-94.5958097755102,NA
HBP9AUHF3MJ3,900 BAGBY ST NA HOUSTON TX 77002,7TJB9,"HOUSTON, CITY OF",NA,900 BAGBY ST,NA,HOUSTON,TX,77002,2527,USA,18,www.houstontx.gov/,2A,0002,12~C8,NA,0000,NA,0000,NA,900 BAGBY ST,HOUSTON,TX,77002,29.76071815,-95.37025766570868,NA
HBQSGGJU1MG3,701 PARK AVE NA MINNEAPOLIS MN 55415,1QGX5,HENNEPIN HEALTHCARE SYSTEM INC,NA,701 PARK AVE,NA,MINNEAPOLIS,MN,55415,1623,USA,05,www.hennepinhealthcare.org,2A,0003,12~80~MG,622110,0003,611430N~621610N~622110N,0000,NA,701 PARK AVE,MINNEAPOLIS,MN,55415,44.9752326,-93.2607074,NA
HC8KYAHHDFW9,120 VISTA AVE NA PIEDMONT CA 94611,5QJX8,"PIEDMONT, CITY OF",NA,120 VISTA AVE,NA,PIEDMONT,CA,94611,4031,USA,12,https://piedmont.ca.gov,2A,0002,12~C8,NA,0000,NA,0000,NA,120 VISTA AVE,PIEDMONT,CA,94611,37.82427525,-122.23274288561294,NA
HC9VLXJ9KJC4,2207 N DOBSON RD NA CHANDLER AZ 85224,5RQ34,DOBSON ACADEMY A BALL CHARTER SCHOOL,NA,2207 N DOBSON RD,NA,CHANDLER,AZ,85224,2282,USA,04,NA,2A,0002,12~H6,611110,0001,611110N,0001,U009,2207 N DOBSON RD,CHANDLER,AZ,85224,33.3393156,-111.87545868251505,NA
HCDLVS7KWJ97,501 N DIXON ST NA PORTLAND OR 97227,38RX8,MULTNOMAH COUNTY SCHOOL DIST 1J,NA,501 N DIXON ST,NA,PORTLAND,OR,97227,1804,USA,03,pps.net,2A,0002,12~H6,611110,0001,611110N,0001,U009,501 N DIXON ST,PORTLAND,OR,97227,45.53555,-122.67147879121228,NA
HCJYJJKUX9N9,801 E MAIN ST FL 3 RICHMOND VA 23219,783S4,DEPARTMENT OF SOCIAL SERVICES,NA,801 E MAIN ST,FL 3,RICHMOND,VA,23219,2907,USA,04,http://www.dss.virginia.gov,2A,0001,2F,NA,0000,NA,0000,NA,801 E MAIN ST,RICHMOND,VA,23219,37.53835875,-77.43716395304406,NA
HCRHDVZ84117,101 E CENTRAL BLVD NA ORLANDO FL 32801,4US27,ORANGE COUNTY LIBRARY DISTRICT,ORANGE COUNTY LIBRARY SYSTEM,101 E CENTRAL BLVD,NA,ORLANDO,FL,32801,2429,USA,10,www.ocls.info,2A,0002,12~ZR,519210,0001,519210N,0000,NA,101 E CENTRAL BLVD,ORLANDO,FL,32801,28.54253935,-81.37668179436662,NA
HCZLFLC8DAJ3,441 4TH STREET NW STE 570N WASHINGTON DC 20001,3TTA6,"DISTRICT OF COLUMBIA, GOVERNMENT OF",NA,441 4TH STREET NW,STE 570N,WASHINGTON,DC,20001,2714,USA,98,NA,2A,0003,12~2F~C8,921190,0001,921190N,0000,NA,441 4TH STREET NW,WASHINGTON,DC,20001,38.8954456,-77.0156522,NA
HD1WMN6945W6,4333 BROOKLYN AVE NE NA SEATTLE WA 98195,1HEX5,UNIVERSITY OF WASHINGTON,NA,4333 BROOKLYN AVE NE,NA,SEATTLE,WA,98195,1016,USA,07,http://www.washington.edu/research/osp,2A,0003,12~M8~OH,611310,0002,541715E~611310N,0000,NA,4333 BROOKLYN AVE NE,SEATTLE,WA,98195,47.660745,-122.31466727045192,NA
HD2JM719PV43,500 N KING ST NA WILMINGTON DE 19801,5P4G1,SUPERIOUR COURT OF DELAWARE,NA,500 N KING ST,NA,WILMINGTON,DE,19801,3703,USA,00,NA,2A,0001,2F,NA,0000,NA,0000,NA,500 N KING ST,WILMINGTON,DE,19801,39.7405605,-75.5494148,NA
HDBSTNKFG8A4,3201 E HOUSTON ST NA SAN ANTONIO TX 78219,63WL2,COLISEUM ADVISORY BOARD,NA,3201 E HOUSTON ST,NA,SAN ANTONIO,TX,78219,3707,USA,35,http://www.freemancoliseum.com,2A,0002,12~MG,624230,0004,561790N~624221N~624230N~812930N,0000,NA,3201 E HOUSTON ST,SAN ANTONIO,TX,78219,29.42698665,-98.4393949571042,NA
HE3EBN5MNKV8,2225 E AJO WAY NA TUCSON AZ 85713,379W8,PIMA COUNTY JUVENILE COURT,NA,2225 E AJO WAY,NA,TUCSON,AZ,85713,6201,USA,07,http://www.sc.pima.gov,2A,0002,12~C7,NA,0000,NA,0000,NA,2225 E AJO WAY,TUCSON,AZ,85713,32.178765549999994,-110.93999609224085,NA
HE81NNEPAFY5,5780 NW 158TH ST NA MIAMI LAKES FL 33014,65J71,MIAMI DADE SCHOOLS MDCPS,NA,5780 NW 158TH ST,NA,MIAMI LAKES,FL,33014,6720,USA,26,NA,2A,0004,12~H6~M8~OH,NA,0000,NA,0000,NA,5780 NW 158TH ST,MIAMI LAKES,FL,33014,25.91544235,-80.29435731679771,NA
HEQSP7MFEWJ1,210 S CHURCH RD NA BENSENVILLE IL 60106,5VJL4,BENSENVILLE ELEMENTARY SCHOOL DISTRICT 2,NA,210 S CHURCH RD,NA,BENSENVILLE,IL,60106,2303,USA,03,www.bsd2.org,2A,0002,12~H6,NA,0000,NA,0000,NA,210 S CHURCH RD,BENSENVILLE,IL,60106,41.95258159615385,-87.95078103846154,NA
HERNH8M6EMQ7,601 ELM AVE NA IMPERIAL BEACH CA 91932,4PR19,SOUTH BAY UNION SCHOOL DISTRICT,NA,601 ELM AVE,NA,IMPERIAL BEACH,CA,91932,2029,USA,52,https://www.sbusd.org,2A,0002,12~H6,NA,0000,NA,0000,NA,601 ELM AVE,IMPERIAL BEACH,CA,91932,32.58003555,-117.12015513786764,NA
HEXDRMNB1JS5,951 AVE PONCE DE LEON NA SAN JUAN PR 00907,4T0R2,CORPORACION DEL CONSERVATORIO DE MUSICA DE PUERTO RICO,MUSICAL ARTS,951 AVE PONCE DE LEON,NA,SAN JUAN,PR,00907,3373,USA,98,http://www.cmpr.edu,2A,0006,12~1A~GW~M8~MG~OH,NA,0000,NA,0000,NA,951 AVE PONCE DE LEON,SAN JUAN,PR,00907,18.4544886,-66.07922251141525,NA
HEXMFUCMJ1Y9,40 CAPITOL SQ SW NA ATLANTA GA 30334,4DR85,JUDICIARY COURT OF STATE OF GEORGIA,NA,40 CAPITOL SQ SW,NA,ATLANTA,GA,30334,9057,USA,05,NA,2A,0001,2F,NA,0000,NA,0000,NA,40 CAPITOL SQ SW,ATLANTA,GA,30334,33.74840127906977,-84.38857300000001,NA
HEZVZXEM65K8,2 AVE DE LA CONSTITUCION NA SAN JUAN PR 00901,5PR45,DEPARTMENT OF FAMILY,COMMONWEALTH OF PUERTO RICO,2 AVE DE LA CONSTITUCION,NA,SAN JUAN,PR,00901,2003,USA,98,http://www.dfgobierno.pr,2A,0002,12~MG,921190,0001,921190N,0000,NA,2 AVE DE LA CONSTITUCION,SAN JUAN,PR,00901,18.4658947,-66.1104229,NA
HF84LS2NXCW3,741 SUNSET AVE NA HONOLULU HI 96816,53G76,HAWAII DEPARTMENT OF HEALTH,NA,741 SUNSET AVE,NA,HONOLULU,HI,96816,2343,USA,01,NA,2A,0001,2F,923120,0002,624110N~923120N,0000,NA,741 SUNSET AVE,HONOLULU,HI,96816,21.27490119104559,-157.80162841433477,NA
HFD1JCXVN1R7,830 1ST ST SE NA SAINT PETERSBURG FL 33701,7FB54,FLORIDA INSTITUTE OF OCEANOGRAPHY,UNIVERSITY OF SOUTH FLORIDA,830 1ST ST SE,NA,SAINT PETERSBURG,FL,33701,5018,USA,14,Www.FIO.USF.edu,2A,0003,2F~M8~OH,813219,0001,813219N,0000,NA,830 1ST ST SE,SAINT PETERSBURG,FL,33701,27.762531208986847,-82.63406395768945,NA
HFFTUTH8LUJ7,9900 NORTHWEST FWY NA HOUSTON TX 77092,1WRJ0,HARRIS COUNTY FLOOD CONTROL,NA,9900 NORTHWEST FWY,NA,HOUSTON,TX,77092,8601,USA,18,http://www.hcfcd.org/,2A,0002,12~C7,925120,0004,624229N~813312N~922190N~925120N,0000,NA,9900 NORTHWEST FWY,HOUSTON,TX,77092,29.805593343434342,-95.45311082828285,NA
HFLNHFBMBSX7,1 GUADALUPE ST NA LAREDO TX 78040,5HQJ6,CITY OF LAREDO,NA,1 GUADALUPE ST,NA,LAREDO,TX,78040,5167,USA,28,https://www.cityoflaredo.com,2A,0007,12~C6~C8~KM~TR~TW~UD,NA,0000,NA,0000,NA,1 GUADALUPE ST,LAREDO,TX,78040,27.506683,-99.496627,NA
HFQCSKJU4AM6,4205 N LINCOLN BLVD NA OKLAHOMA CITY OK 73105,3LHS7,ASSOCIATION OF CENTRAL OK GOV,NA,4205 N LINCOLN BLVD,NA,OKLAHOMA CITY,OK,73105,5210,USA,05,www.acogok.org,2A,0002,12~UD,NA,0000,NA,0000,NA,4205 N LINCOLN BLVD,OKLAHOMA CITY,OK,73105,35.51428967635184,-97.503018456596,NA
HFRCKLH34V17,50 W TOWN ST STE 400 COLUMBUS OH 43215,6Z8C4,OHIO DEPARTMENT OF MEDICAID,NA,50 W TOWN ST,STE 400,COLUMBUS,OH,43215,4197,USA,15,NA,2A,0001,2F,524114,0002,524114N~524128N,0001,G007,50 W TOWN ST,COLUMBUS,OH,43215,39.9588417,-83.0012161,NA
HGM6RN7EW395,2901 TROOST AVE NA KANSAS CITY MO 64109,3PCT9,KANSAS CITY 33,NA,2901 TROOST AVE,NA,KANSAS CITY,MO,64109,1538,USA,05,http://www.kcpublicschools.org,2A,0002,12~H6,611110,0001,611110N,0000,NA,2901 TROOST AVE,KANSAS CITY,MO,64109,39.073993,-94.571041,NA
HGPUMDNRG3S6,1114 MARKET ST NA SAINT LOUIS MO 63101,4AQ24,CITY OF SAINT LOUIS MISSOURI,NA,1114 MARKET ST,NA,SAINT LOUIS,MO,63101,2043,USA,01,NA,2A,0003,12~C6~C8,NA,0000,NA,0000,NA,1114 MARKET ST,SAINT LOUIS,MO,63101,38.6267729,-90.19736174196682,NA
HH13K2FV4944,4065 S VIRGINIA ST NA RENO NV 89502,47BD7,RENO-SPARKS CONVENTION-VISITORS AUTHORITY,NA,4065 S VIRGINIA ST,NA,RENO,NV,89502,6007,USA,02,NA,2A,0002,12~MG,561591,0001,561591N,0000,NA,4065 S VIRGINIA ST,RENO,NV,89502,39.48626532260633,-119.79378340007948,NA
HH7BB2H1AK13,500 JEFFERSON ST FL 13 HOUSTON TX 77002,742P7,HOUSTON FORENSIC SCIENCE CENTER INC,NA,500 JEFFERSON ST,FL 13,HOUSTON,TX,77002,7300,USA,18,http://www.houstonforensicscience.org/,2A,0002,12~MG,NA,0000,NA,0000,NA,500 JEFFERSON ST,HOUSTON,TX,77002,29.7533395704698,-95.37335863087247,NA
HHBYKBT1RJQ5,150 N CAPITOL BLVD NA BOISE ID 83702,1TSV5,"BOISE, CITY OF",NA,150 N CAPITOL BLVD,NA,BOISE,ID,83702,5920,USA,02,http://www.cityofboise.org/,2A,0003,12~C6~C8,921130,0001,921130N,0000,NA,150 N CAPITOL BLVD,BOISE,ID,83702,43.6152773,-116.201381,NA
HHJFNTV9LE19,500 N VIRGINIA AVE NA WINTER PARK FL 32789,3VJN2,CITY OF WINTER PARK,NA,500 N VIRGINIA AVE,NA,WINTER PARK,FL,32789,3136,USA,10,NA,2A,0003,12~C6~C8,NA,0000,NA,0000,NA,500 N VIRGINIA AVE,WINTER PARK,FL,32789,28.6010316,-81.3545009,NA
HHJQECMNGEL8,1116 W BROADWAY AVE NA SPOKANE WA 99201,3J0Q2,COUNTY OF SPOKANE,NA,1116 W BROADWAY AVE,NA,SPOKANE,WA,99201,2004,USA,05,http://www.spokanecounty.org,2A,0002,12~C7,922120,0018,921110N~921120N~921140N~921190N~922110N~922120N~922130N~922140N~922150N~922190N~923130N~923140N~924110N~924120N~925110N~925120N~926120N~926130N,0000,NA,1116 W BROADWAY AVE,SPOKANE,WA,99201,47.66445656884617,-117.428512182113,NA
HHS5BAAJK9E9,202 N 9TH ST NA RICHMOND VA 23219,48QK2,EXECUTIVE OFFICE OF VIRGINIA,NA,202 N 9TH ST,NA,RICHMOND,VA,23219,3402,USA,04,https://www.oag.state.va.us/,2A,0001,2F,922130,0001,922130N,0001,R418,202 N 9TH ST,RICHMOND,VA,23219,37.54035495,-77.434536569691,NA
HHVDMDGKTXD5,4601 W GIRARD AVE NA PHILADELPHIA PA 19131,6WXL9,GLOBAL LEADERSHIP ACADEMY,NA,4601 W GIRARD AVE,NA,PHILADELPHIA,PA,19131,4615,USA,03,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,4601 W GIRARD AVE,PHILADELPHIA,PA,19131,39.973118,-75.21406,NA
HJ13QG9Y7CU3,40 LINDEMAN DR NA TRUMBULL CT 06611,4Q0Y6,COOPERATIVE EDUCATIONAL SERVICES,NA,40 LINDEMAN DR,NA,TRUMBULL,CT,06611,4749,USA,04,http://www.ces.k12.ct.us,2A,0002,12~H6,611110,0001,611110N,0000,NA,40 LINDEMAN DR,TRUMBULL,CT,06611,41.2332238,-73.1996097,NA
HJ1NEY9CYC61,301 N BROADWAY ST NA MOORE OK 73160,5FA71,CITY OF MOORE,NA,301 N BROADWAY ST,NA,MOORE,OK,73160,5131,USA,04,http://www.cityofmoore.com,2A,0002,12~C8,NA,0000,NA,0000,NA,301 N BROADWAY ST,MOORE,OK,73160,35.34087795,-97.48728959016609,NA
