recipient_uei,full_addy,recipient_CAGE,recipient_name,recipient_dba,phys_address_01,phys_address_02,phys_address_city,phys_address_st,phys_address_ZIP,phys_address_ZIP2,phys_address_country,phys_address_cong_dist,recipient_url,entity_structure,bus_type_counter,bus_type_string,primary_NAICS,NAICS_code_counter,NAICS_code_string,PSC_code_counter,PSC_code_string,street,city,state,postalcode,lat,long,full_address
HJ2LVM1L2JU7,1400 E COLLEGE DR NA CHEYENNE WY 82007,0WUH7,LARAMIE COUNTY COMMUNITY COLLEGE,NA,1400 E COLLEGE DR,NA,CHEYENNE,WY,82007,3204,USA,00,NA,2A,0004,12~H6~M8~OH,611210,0001,611210N,0000,NA,1400 E COLLEGE DR,CHEYENNE,WY,82007,41.103638200000006,-104.77842989803798,NA
HJ5WL3EK96T1,929 S GARFIELD RD NA AIRWAY HEIGHTS WA 99001,3SJS5,"SPOKANE, COUNTY OF",NA,929 S GARFIELD RD,NA,AIRWAY HEIGHTS,WA,99001,9030,USA,05,www.scfd10.org,2A,0002,12~C7,922160,0001,922160N,0000,NA,929 S GARFIELD RD,AIRWAY HEIGHTS,WA,99001,47.64519042857143,-117.57688785714284,NA
HJKLDAS6T3X5,6200 EITERMAN RD NA DUBLIN OH 43016,7RM46,WASHINGTON TOWNSHIP,NA,6200 EITERMAN RD,NA,DUBLIN,OH,43016,8711,USA,15,NA,2A,0002,12~FO,NA,0000,NA,0000,NA,6200 EITERMAN RD,DUBLIN,OH,43016,40.09643487096774,-83.17497996774193,NA
HJS3TZHWWJX5,495 S MAIN ST NA LAS VEGAS NV 89101,67WD9,CITY OF LAS VEGAS,NA,495 S MAIN ST,NA,LAS VEGAS,NV,89101,6318,USA,04,lasvegasnevada.gov,2A,0002,12~C8,NA,0000,NA,0000,NA,495 S MAIN ST,LAS VEGAS,NV,89101,36.167282,-115.14851894692056,NA
HK1JP388LN86,10410 TAYLORSVILLE RD NA LOUISVILLE KY 40299,986S5,CITY OF JEFFERSONTOWN,JEFFERSONTOWN POLICE DEPT,10410 TAYLORSVILLE RD,NA,LOUISVILLE,KY,40299,3757,USA,03,http://www.jeffersontownky.gov/index.aspx?NID=125,2A,0002,12~C8,NA,0000,NA,0000,NA,10410 TAYLORSVILLE RD,LOUISVILLE,KY,40299,38.1882914,-85.5115034,NA
HK2MBQAZNAR2,7301 N 58TH AVE NA GLENDALE AZ 85301,6BX17,GLENDALE ELEMENTARY SCHOOL DISTRICT,NA,7301 N 58TH AVE,NA,GLENDALE,AZ,85301,1893,USA,08,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,7301 N 58TH AVE,GLENDALE,AZ,85301,33.5441392,-112.1831827,NA
HK5GJ2YFKVV1,5101 FARWELL ST NA MCFARLAND WI 53558,5QDR7,MCFARLAND SCHOOL DISTRICT,NA,5101 FARWELL ST,NA,MCFARLAND,WI,53558,9216,USA,02,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,5101 FARWELL ST,MCFARLAND,WI,53558,43.01317700201356,-89.29681623644541,NA
HP38HE8APPU2,251 N ILLINOIS ST STE 1600 INDIANAPOLIS IN 46204,5V8B2,JUDICIARY COURTS OF THE STATE OF INDIANA,NA,251 N ILLINOIS ST,STE 1600,INDIANAPOLIS,IN,46204,1943,USA,07,http://www.courts.in.gov,2A,0001,2F,922110,0001,922110N,0000,NA,251 N ILLINOIS ST,INDIANAPOLIS,IN,46204,39.7709516,-86.1594619,NA
HPH6DKLHW385,3000 MISSION COLLEGE BLVD NA SANTA CLARA CA 95054,5WM67,WEST VALLEY MISSION COMMUNITY COLLEGE DISTRICT,NA,3000 MISSION COLLEGE BLVD,NA,SANTA CLARA,CA,95054,1804,USA,17,NA,2A,0004,12~H6~M8~OH,NA,0000,NA,0000,NA,3000 MISSION COLLEGE BLVD,SANTA CLARA,CA,95054,37.3907404,-121.98314094122966,NA
HPJLFATAQKU3,10 W MARKET ST STE 2424 INDIANAPOLIS IN 46204,5A0H7,STATEWIDE 911 BOARD,NA,10 W MARKET ST,STE 2424,INDIANAPOLIS,IN,46204,2955,USA,07,https://in911.net/,2A,0001,2F,NA,0000,NA,0000,NA,10 W MARKET ST,INDIANAPOLIS,IN,46204,39.76888085,-86.15947308198386,NA
HPN8DCRYYG44,3 E 4TH ST STE 300 CINCINNATI OH 45202,4W3G9,PORT OF GREATER CINCINNATI DEVELOPMENT AUTHORITY,THE PORT,3 E 4TH ST,STE 300,CINCINNATI,OH,45202,3745,USA,01,http://www.cincinnatiport.org,2A,0004,12~C7~C8~T4,NA,0000,NA,0000,NA,3 E 4TH ST,CINCINNATI,OH,45202,39.0998,-84.5119363,NA
HPUMHFBGYVL7,3380 14TH ST NA RIVERSIDE CA 92501,37BA9,RIVERSIDE UNIFIED SCHOOL DISTRICT,NA,3380 14TH ST,NA,RIVERSIDE,CA,92501,3810,USA,39,NA,2A,0002,12~H6,611110,0001,611110N,0000,NA,3380 14TH ST,RIVERSIDE,CA,92501,33.974292530612246,-117.37448097959184,NA
HQ69M6853NC4,350 N 9TH ST STE 102 BOISE ID 83702,3JQU0,FOREST PRODUCTS COMMISSION IDAHO,NA,350 N 9TH ST,STE 102,BOISE,ID,83702,5468,USA,02,https://www.idahoforests.org,2A,0002,12~86,NA,0000,NA,0000,NA,350 N 9TH ST,BOISE,ID,83702,43.61816245,-116.20242436986418,NA
HQFXKP7VKDL3,9101 FAYETTEVILLE RD NA RALEIGH NC 27603,66ET3,WAKE TECHNICAL COMMUNITY COLLEGE,NA,9101 FAYETTEVILLE RD,NA,RALEIGH,NC,27603,5655,USA,13,NA,2A,0003,2F~M8~OH,611310,0001,611310N,0000,NA,9101 FAYETTEVILLE RD,RALEIGH,NC,27603,35.64970755,-78.70367508462992,NA
HQKEDG2XGBV4,645 WOOL CREEK DR NA SAN JOSE CA 95112,5TNV9,FRANKLIN-MCKINLEY SCHOOL DISTRICT,NA,645 WOOL CREEK DR,NA,SAN JOSE,CA,95112,2617,USA,16,www.fmsd.org,2A,0002,12~H6,NA,0000,NA,0000,NA,645 WOOL CREEK DR,SAN JOSE,CA,95112,37.313603658769,-121.851292979865,NA
HQLBRLMXKD51,11842 S CHESTNUT AVE NA FRESNO CA 93725,64PY2,MONROE ELEMENTARY SCHOOL DISTRICT,NA,11842 S CHESTNUT AVE,NA,FRESNO,CA,93725,9618,USA,21,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,11842 S CHESTNUT AVE,FRESNO,CA,93725,36.56479085714286,-119.73687785714286,NA
HQMKNBK2AQN1,13990 BRADSHAW RD NA PEYTON CO 80831,5KED9,PEYTON SCHOOL DISTRICT 23,NA,13990 BRADSHAW RD,NA,PEYTON,CO,80831,9003,USA,05,www.peyton.k12.co.us,2A,0002,12~H6,611110,0001,611110N,0000,NA,13990 BRADSHAW RD,PEYTON,CO,80831,39.03489271428572,-104.49705757142856,NA
HQN4YHMS5J44,777 BENTON ST NA SANTA CLARA CA 95050,9MVZ1,CITY OF SANTA CLARA,NA,777 BENTON ST,NA,SANTA CLARA,CA,95050,4926,USA,17,www.santaclaraca.gov,2A,0002,12~C8,NA,0000,NA,0000,NA,777 BENTON ST,SANTA CLARA,CA,95050,37.35208985,-121.94220619821664,NA
HQNHK2AHXM11,200 CAMPUS DR NA ARVIN CA 93203,5JG21,CITY OF ARVIN,NA,200 CAMPUS DR,NA,ARVIN,CA,93203,1008,USA,22,www.arvin.org,2A,0003,12~C6~C8,NA,0000,NA,0000,NA,200 CAMPUS DR,ARVIN,CA,93203,35.20986365656566,-118.83310457575756,NA
HQSHHDDD7VC7,40 FOUNTAIN ST NA PROVIDENCE RI 02903,3XTU7,HUMAN SERVICES RHODE ISLAND DEPARTMENT O,NA,40 FOUNTAIN ST,NA,PROVIDENCE,RI,02903,1830,USA,02,http://www.ors.ri.gov,2A,0001,2F,NA,0000,NA,0000,NA,40 FOUNTAIN ST,PROVIDENCE,RI,02903,41.88204868251147,-71.37873464253079,NA
HRJPGFZSC3H6,710 N D ST NA SAN BERNARDINO CA 92401,9FQL8,"SAN BERNARDINO, CITY OF",SAN BERNARDINO POLICE DEPARTMENT,710 N D ST,NA,SAN BERNARDINO,CA,92401,1112,USA,33,www.sbcity.org,2A,0002,12~C8,NA,0000,NA,0000,NA,710 N D ST,SAN BERNARDINO,CA,92401,34.11252365,-117.29239225003002,NA
HS3RNH86H5W4,2100 CHESTER AVE NA BAKERSFIELD CA 93301,1KVT5,KERN COMMUNITY COLLEGE DISTRICT,KERN COMMUNITY COLLEGE DISTRICT,2100 CHESTER AVE,NA,BAKERSFIELD,CA,93301,4014,USA,22,kccd.edu,2A,0004,12~GW~H6~M8,923110,0001,923110N,0000,NA,2100 CHESTER AVE,BAKERSFIELD,CA,93301,35.378241,-119.018688,NA
HS9JDWEFEMW8,1900 SPRINGLAKE DR NA OKLAHOMA CITY OK 73111,5VBW7,METRO TECHNOLOGY CENTERS DISTRICT 22,NA,1900 SPRINGLAKE DR,NA,OKLAHOMA CITY,OK,73111,5201,USA,05,www.metrotech.edu,2A,0002,12~H6,611110,0002,611110N~611519E,0000,NA,1900 SPRINGLAKE DR,OKLAHOMA CITY,OK,73111,35.5078957,-97.4940893,NA
HSESCKDEABC8,3881 EASTWOOD DR NA JACKSON MS 39211,4X1F9,MISSISSIPPI LIBRARY COMMISSION,NA,3881 EASTWOOD DR,NA,JACKSON,MS,39211,6473,USA,03,www.mlc.lib.ms.us,2A,0001,2F,NA,0000,NA,0000,NA,3881 EASTWOOD DR,JACKSON,MS,39211,32.3397545,-90.1470037864035,NA
HSJPJD8GUQM4,25 S FRONT ST NA COLUMBUS OH 43215,3QWN3,OHIO DEPARTMENT OF EDUCATION,NA,25 S FRONT ST,NA,COLUMBUS,OH,43215,4176,USA,15,NA,2A,0001,2F,NA,0000,NA,0000,NA,25 S FRONT ST,COLUMBUS,OH,43215,39.96151495,-83.00286549027436,NA
HSWDTRFJF396,47 TRINITY AVE SW NA ATLANTA GA 30334,4ECQ0,"HUMAN SERVICES, GEORGIA DEPARTMENT OF",NA,47 TRINITY AVE SW,NA,ATLANTA,GA,30334,9006,USA,05,NA,2A,0001,2F,NA,0000,NA,0000,NA,47 TRINITY AVE SW,ATLANTA,GA,30334,33.7471547,-84.3892385,NA
HU6LFPYLM7Q8,1217 N PEARL ST NA JACKSONVILLE FL 32202,1ZL00,FLORIDA DEPT OF HEALTH BUREAU VITAL,NA,1217 N PEARL ST,NA,JACKSONVILLE,FL,32202,3926,USA,04,http://www.floridahealth.gov/%5C/certificates/certificates/index.html,2A,0001,2F,923120,0001,923120N,0000,NA,1217 N PEARL ST,JACKSONVILLE,FL,32202,30.3376896,-81.6593469,NA
HUEQNTT7HE67,1520 K AVE NA PLANO TX 75074,4EV48,CITY OF PLANO,NA,1520 K AVE,NA,PLANO,TX,75074,6232,USA,32,NA,2A,0003,12~C6~C8,921190,0004,561920N~921190N~922160N~924110N,0000,NA,1520 K AVE,PLANO,TX,75074,33.02044399993137,-96.69913718691566,NA
HUM3MAJCS655,800 E 2ND ST NA EDMOND OK 73034,1ZAY2,INVESTIGATION OKLAHOMA STATE BUREAU OF,OKLAHOMA CITY CENTRAL LABORATORY,800 E 2ND ST,NA,EDMOND,OK,73034,5309,USA,05,NA,2A,0001,2F,NA,0000,NA,0000,NA,800 E 2ND ST,EDMOND,OK,73034,35.652693,-97.46712907913668,NA
HUNMS2LBGNK1,3001 EAST DR NA BALTIMORE MD 21217,56CL5,DEPARTMENT PARKS & RECREATION,NA,3001 EAST DR,NA,BALTIMORE,MD,21217,4022,USA,07,http://www.baltimorecity.gov/Government/AgenciesDepartments/RecreationandParks.aspx,2A,0004,12~C6~C8~MG,NA,0000,NA,0000,NA,3001 EAST DR,BALTIMORE,MD,21217,39.32093245,-76.63454246386482,NA
HUPVNKH3FKK8,190 QUEEN ANNE AVE N # 5 SEATTLE WA 98109,323L3,SEATTLE HOUSING AUTHORITY,NA,190 QUEEN ANNE AVE N,# 5,SEATTLE,WA,98109,4968,USA,07,http://seattlehousing.org,2A,0003,12~8B~C6,NA,0000,NA,0000,NA,190 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.619472,-122.356368,NA
HURQZ7J68213,1 AIRPORT RD NA LITTLE ROCK AR 72202,33CJ6,LITTLE ROCK MUNICIPAL AIRPORT COMMISSION,NA,1 AIRPORT RD,NA,LITTLE ROCK,AR,72202,4404,USA,02,www.clintonairport.com,2A,0003,12~MG~TR,488119,0001,488119N,0004,M1BD~M1BE~Y1BD~Y1BE,1 AIRPORT RD,LITTLE ROCK,AR,72202,34.718583,-92.224762,NA
HUTFXZGJ14G1,910 BAY AREA BLVD NA HOUSTON TX 77058,76DY7,GULF COAST AUTHORITY,NA,910 BAY AREA BLVD,NA,HOUSTON,TX,77058,2604,USA,36,www.gcatx.org,2A,0001,2F,NA,0000,NA,0000,NA,910 BAY AREA BLVD,HOUSTON,TX,77058,29.55294334682572,-95.12329494373324,NA
HUX6SM5NXHM9,21250 STEVENS CREEK BLVD NA CUPERTINO CA 95014,5R1N0,FOOTHILL-DE ANZA COMMUNITY COLLEGE DISTRICT,FOOTHILL-DE ANZA ASSOCIATION OF CLASSIFIED EMPLOYE,21250 STEVENS CREEK BLVD,NA,CUPERTINO,CA,95014,5702,USA,17,NA,2A,0004,12~H6~M8~OH,NA,0000,NA,0000,NA,21250 STEVENS CREEK BLVD,CUPERTINO,CA,95014,37.3203594,-122.04251,NA
HV8LYKJKAQW6,30 S NEVADA AVE NA COLORADO SPRINGS CO 80903,32RV2,COLORADO SPRINGS CITY GOVERNMENT,NA,30 S NEVADA AVE,NA,COLORADO SPRINGS,CO,80903,1802,USA,05,www.coloradosprings.gov,2A,0003,12~C6~C8,921190,0001,921190N,0000,NA,30 S NEVADA AVE,COLORADO SPRINGS,CO,80903,38.83278525,-104.82233781060144,NA
HVB4BDD4ZJ24,2420 MARIPOSA ST NA FRESNO CA 93721,1U6G1,COUNTY OF FRESNO,NA,2420 MARIPOSA ST,NA,FRESNO,CA,93721,2204,USA,16,NA,2A,0002,12~C7,NA,0000,NA,0000,NA,2420 MARIPOSA ST,FRESNO,CA,93721,36.73785177597174,-119.78668419305276,NA
HVEKL7MENUK1,21 N PARK ST STE 5101 MADISON WI 53715,1MLP7,UNIVERSITY OF WISCONSIN,NA,21 N PARK ST,STE 5101,MADISON,WI,53715,1218,USA,02,NA,2A,0003,2F~M8~OH,611310,0001,611310N,0000,NA,21 N PARK ST,MADISON,WI,53715,43.0727087,-89.4007007,NA
HVGSE5WFHWG4,9312 VANGUARD DR NA ANCHORAGE AK 99507,37FN9,CHUGACH SCHOOL DISTRICT,NA,9312 VANGUARD DR,NA,ANCHORAGE,AK,99507,5305,USA,00,http://www.chugachschooldistrict.com,2A,0002,12~H6,NA,0000,NA,0000,NA,9312 VANGUARD DR,ANCHORAGE,AK,99507,61.13613940201005,-149.84775652763818,NA
HW3XPNTZMNH7,350 W SAINT PAUL AVE NA MILWAUKEE WI 53203,1Q957,UNITED STATES POSTAL SERVICE,US POST OFFICE,350 W SAINT PAUL AVE,NA,MILWAUKEE,WI,53203,9321,USA,04,NA,2A,0002,2R~NG,491110,0001,491110N,0000,NA,350 W SAINT PAUL AVE,MILWAUKEE,WI,53203,43.03491025,-87.91584985019824,NA
HWDQCVZ95NE8,3820 CLEVELAND AVE NA COLUMBUS OH 43224,6MM97,CLINTON TOWNSHIP,NA,3820 CLEVELAND AVE,NA,COLUMBUS,OH,43224,2426,USA,03,NA,2A,0002,12~FO,922160,0002,621910N~922160N,0000,NA,3820 CLEVELAND AVE,COLUMBUS,OH,43224,40.04674615,-82.95459804785472,NA
HWECY7CDW9Y7,1430 N ST NA SACRAMENTO CA 95814,3NMK8,DEPARTMENT OF EDUCATION CALIFORNIA,NA,1430 N ST,NA,SACRAMENTO,CA,95814,5901,USA,07,http://www.cde.ca.gov,2A,0001,2F,923110,0001,923110N,0001,Z1CA,1430 N ST,SACRAMENTO,CA,95814,38.5738012,-121.4888575,NA
HWMLJ2ZW2AH9,2505 WALDRON RD NA CORPUS CHRISTI TX 78418,5ESQ1,FLOUR BLUFF INDEPENDENT SCHOOL DISTRICT,NA,2505 WALDRON RD,NA,CORPUS CHRISTI,TX,78418,4706,USA,27,http://www.flourbluffschools.net,2A,0002,12~H6,611110,0002,485410N~611110N,0000,NA,2505 WALDRON RD,CORPUS CHRISTI,TX,78418,27.644886335522955,-97.29700405566344,NA
HWX7C56NNUV1,1110 HOUSTON ST NA LAREDO TX 78040,3PCZ9,CITY OF LAREDO,NA,1110 HOUSTON ST,NA,LAREDO,TX,78040,8019,USA,28,http://www.cityoflaredo.com,2A,0008,12~8B~C6~C8~KM~MG~TR~TW,921190,0007,921190N~922120N~922150N~922160N~923120N~924110N~925110N,0001,S114,1110 HOUSTON ST,LAREDO,TX,78040,27.50719729357177,-99.50674299780565,NA
HX4FCHE2H1M3,7200 NE AIRPORT WAY NA PORTLAND OR 97218,3DWW7,PORT OF PORTLAND,NA,7200 NE AIRPORT WAY,NA,PORTLAND,OR,97218,1016,USA,03,https://www.portofportland.com,2A,0004,12~C6~T4~TR,531120,0001,531120E,0000,NA,7200 NE AIRPORT WAY,PORTLAND,OR,97218,45.5874724,-122.590631,NA
HX59VKHQH1V7,1551 S. RURAL ROAD NA TEMPE AZ 85281,03HE7,ARIZONA STATE UNIVERSITY,NA,1551 S. RURAL ROAD,NA,TEMPE,AZ,85281,6810,USA,04,NA,2A,0003,2F~M8~OH,611310,0001,611310N,0000,NA,1551 S. RURAL ROAD,TEMPE,AZ,85281,33.41196176190476,-111.92618176190476,NA
HX6JJX8NZZE3,215 MARTIN LUTHER KING JR BLVD SUITE 161 MADISON WI 53703,5RNR6,COMMUNITY DEVELOPMENT AUTHORITY OF THE CITY OF MADISON,NA,215 MARTIN LUTHER KING JR BLVD,SUITE 161,MADISON,WI,53703,3348,USA,02,http://www.cityofmadison.com/,2A,0004,12~8B~C8~H2,531390,0001,531390N,0001,X1FA,215 MARTIN LUTHER KING JR BLVD,MADISON,WI,53703,43.0732175,-89.3814592,NA
HX8XMA1ULE63,7217 SE 15TH ST NA OKLAHOMA CITY OK 73110,1KLR8,MIDWEST CITY PUBLIC SCHOOLS I-52,NA,7217 SE 15TH ST,NA,OKLAHOMA CITY,OK,73110,5235,USA,04,NA,2A,0004,12~H6~M8~OH,611519,0003,611430N~611519E~923110N,0001,U099,7217 SE 15TH ST,OKLAHOMA CITY,OK,73110,35.44975041713383,-97.39854428116064,NA
HXHVZSWLRBJ5,600 S GRAND CENTRAL PKWY STE 350 LAS VEGAS NV 89106,5EDG9,REGIONAL TRANSPORTATION COMMISSION OF SOUTHERN NEVADA,NA,600 S GRAND CENTRAL PKWY,STE 350,LAS VEGAS,NV,89106,4512,USA,04,http://www.rtcsnv.com,2A,0004,12~C7~KM~TW,NA,0000,NA,0000,NA,600 S GRAND CENTRAL PKWY,LAS VEGAS,NV,89106,36.163962,-115.1543676160282,NA
HXUHWVTYGN89,84 E J ST NA CHULA VISTA CA 91910,4A0X9,CHULA VISTA ELEMENTARY SCHOOL DISTRICT,CHULA VISTA ELEMENTARY SCHOOL DISTRICT,84 E J ST,NA,CHULA VISTA,CA,91910,6199,USA,52,http://www.cvesd.org,2A,0002,12~H6,NA,0000,NA,0000,NA,84 E J ST,CHULA VISTA,CA,91910,32.6313998,-117.05807831347502,NA
HY4KUS73LZ41,4760 E BONANZA RD NA LAS VEGAS NV 89110,751B5,MATER ACADEMY OF NEVADA,MATER ACADEMY - BONANZA,4760 E BONANZA RD,NA,LAS VEGAS,NV,89110,3577,USA,01,materacademynv.org,2A,0002,12~H6,NA,0000,NA,0000,NA,4760 E BONANZA RD,LAS VEGAS,NV,89110,36.1749984,-115.07062943431728,NA
HYKHLHTZHDH1,615 NORTH LOOP E SUITE 104 HOUSTON TX 77022,71HV9,GREATER NORTHSIDE MANAGEMENT DISTRICT,NA,615 NORTH LOOP E,SUITE 104,HOUSTON,TX,77022,5934,USA,29,NA,2A,0002,12~2F,NA,0000,NA,0000,NA,615 NORTH LOOP E,HOUSTON,TX,77022,29.813639,-95.371105,NA
HYNBDW8BGZ34,900 N 3RD ST NA BATON ROUGE LA 70802,383G3,EXECUTIVE OFFICE OF THE STATE OF LOUISIANA,NA,900 N 3RD ST,NA,BATON ROUGE,LA,70802,5236,USA,06,http://gov.louisiana.gov,2A,0001,2F,921190,0001,921190N,0000,NA,900 N 3RD ST,BATON ROUGE,LA,70802,30.4570571,-91.18737424646912,NA
HYNCAKMM3SK7,9400 N CENTRAL EXPY NA DALLAS TX 75231,3VYK3,DALLAS INDEPENDENT SCHOOL DISTRICT,NA,9400 N CENTRAL EXPY,NA,DALLAS,TX,75231,5027,USA,24,http://www.dallasisd.org,2A,0002,12~H6,611110,0001,611110N,0000,NA,9400 N CENTRAL EXPY,DALLAS,TX,75231,32.8769049,-96.76767992492434,NA
HYTULYES8XD3,421 MADISON ST NA DETROIT MI 48226,86HK4,36TH DISTRICT COURT,NA,421 MADISON ST,NA,DETROIT,MI,48226,2382,USA,13,http://www.36thdistrictcourt.org/,2A,0002,12~C8,922110,0001,922110N,0000,NA,421 MADISON ST,DETROIT,MI,48226,42.33761969387755,-83.04546063265306,NA
HYWTVM5HNFM3,1910 UNIVERSITY DR NA BOISE ID 83725,0GMY3,BOISE STATE UNIVERSITY,NA,1910 UNIVERSITY DR,NA,BOISE,ID,83725,0001,USA,02,NA,2A,0003,2F~M8~OH,611310,0002,531120E~611310N,0000,NA,1910 UNIVERSITY DR,BOISE,ID,83725,43.60371365,-116.20475665,NA
HYXBN4WNAAA1,815 LINCOLN HWY E NA NEW HAVEN IN 46774,5FZR6,CITY OF NEW HAVEN,NA,815 LINCOLN HWY E,NA,NEW HAVEN,IN,46774,1422,USA,03,http://www.newhaven.in.gov,2A,0003,12~C6~C8,NA,0000,NA,0000,NA,815 LINCOLN HWY E,NEW HAVEN,IN,46774,41.070355,-85.0182704,NA
HYYJJ5ZP7CR9,3100 CLEBURNE ST NA HOUSTON TX 77004,3ZFQ0,TEXAS SOUTHERN UNIVERSITY,NA,3100 CLEBURNE ST,NA,HOUSTON,TX,77004,4501,USA,18,NA,2A,0005,1A~2F~HB~M8~OH,611310,0001,611310N,0000,NA,3100 CLEBURNE ST,HOUSTON,TX,77004,29.724583,-95.36261,NA
HZ7WHCMD8NN8,4312 DISTRICT DR NA RALEIGH NC 27607,1PFT1,"HEALTH & HUMAN SERVICES, NORTH CAROLINA DEPARTMENT OF",PUBLIC HEALTH STATE LAB,4312 DISTRICT DR,NA,RALEIGH,NC,27607,5490,USA,02,http://slph.ncpublichealth.com/,2A,0001,2F,621511,0001,621511N,0000,NA,4312 DISTRICT DR,RALEIGH,NC,27607,35.80804285,-78.71813633134111,NA
HZKBH1PWPG74,222 E WEBER AVE NA STOCKTON CA 95202,9B5C0,SAN JOAQUIN COUNTY FAMILY JUSTICE CENTER FOUNDATION,COUNTY OF SAN JOAQUIN,222 E WEBER AVE,NA,STOCKTON,CA,95202,2709,USA,09,NA,2A,0002,12~C7,NA,0000,NA,0000,NA,222 E WEBER AVE,STOCKTON,CA,95202,37.95394971428571,-121.28836263265306,NA
HZNAXMGP4466,301 PONTIAC AVE NA CRANSTON RI 02910,52R34,CITY OF CRANSTON,NA,301 PONTIAC AVE,NA,CRANSTON,RI,02910,2032,USA,02,NA,2A,0005,12~8B~C6~C8~KM,NA,0000,NA,0000,NA,301 PONTIAC AVE,CRANSTON,RI,02910,41.77969345,-71.43510875061,NA
HZNCJHYN4MC9,16930 JOHN F KENNEDY BLVD NA HOUSTON TX 77032,5QLB6,CITY OF HOUSTON,NA,16930 JOHN F KENNEDY BLVD,NA,HOUSTON,TX,77032,6020,USA,18,NA,2A,0004,12~C6~C8~TR,237990,0008,236220N~237310N~237990E~238190N~333921N~541310N~541330E~541410N,0006,2925~2935~2945~2995~3030~6150,16930 JOHN F KENNEDY BLVD,HOUSTON,TX,77032,29.9856464,-95.3429337,NA
HZQVGVJCXMQ7,4300 N NARRAGANSETT AVE NA CHICAGO IL 60634,4JCG7,BOARD OF TRUSTEES OF COMMUNITY COLLEGE DISTRICT #508 (INC),WILBUR WRIGHT COLLEGE,4300 N NARRAGANSETT AVE,NA,CHICAGO,IL,60634,1591,USA,05,www.ccc.edu,2A,0006,12~1A~GW~H6~M8~OH,NA,0000,NA,0000,NA,4300 N NARRAGANSETT AVE,CHICAGO,IL,60634,41.9588561,-87.78873777300733,NA
J16WL8H2CJ23,520 GOSHORN ST NA SOUTH CHARLESTON WV 25309,5EPC6,HOUSING AUTHORITY OF CITY OF SOUTH C,NA,520 GOSHORN ST,NA,SOUTH CHARLESTON,WV,25309,1424,USA,01,NA,2A,0003,12~8B~C8,NA,0000,NA,0000,NA,520 GOSHORN ST,SOUTH CHARLESTON,WV,25309,38.35365934245126,-81.7223705360709,NA
J16ZAB941CV8,114 W HIGGINS ST NA HUMBLE TX 77338,4CF96,"HUMBLE AREA ACTIVITY CENTER, INC.",CITY OF HUMBLE,114 W HIGGINS ST,NA,HUMBLE,TX,77338,4305,USA,02,NA,2A,0002,12~C8,NA,0000,NA,0000,NA,114 W HIGGINS ST,HUMBLE,TX,77338,29.9979724,-95.2616451,NA
J1KQCMKJN7U8,1370 LEVEE RD NA MEMPHIS TN 38108,1Q2R6,MEMPHIS AREA TRANSIT AUTHORITY,NA,1370 LEVEE RD,NA,MEMPHIS,TN,38108,1011,USA,09,https://www.matatransit.com/,2A,0003,12~MG~TW,NA,0000,NA,0000,NA,1370 LEVEE RD,MEMPHIS,TN,38108,35.18088218254982,-90.01652380716097,NA
J1M3XMMKNH73,5151 PACIFIC AVE NA STOCKTON CA 95207,48QP8,SAN JOAQUIN DELTA COMMUNITY COLLEGE DISTRICT,SAN JOAQUIN DELTA COLLEGE TEACHERS ASSOC POLITICAL,5151 PACIFIC AVE,NA,STOCKTON,CA,95207,6370,USA,09,NA,2A,0005,12~2F~H6~M8~OH,NA,0000,NA,0000,NA,5151 PACIFIC AVE,STOCKTON,CA,95207,37.99525565,-121.31930966349556,NA
J1PVZD6TFYN8,1010 E 10TH ST NA TUCSON AZ 85719,3UXS3,TUCSON UNIFIED SCHOOL DISTRICT,NA,1010 E 10TH ST,NA,TUCSON,AZ,85719,5813,USA,07,www.tusd1.org,2A,0002,12~H6,NA,0000,NA,0000,NA,1010 E 10TH ST,TUCSON,AZ,85719,32.22210605,-110.95587416943728,NA
J2F1YGUNYHS3,702 N HIGHWAY 175 NA SEAGOVILLE TX 75159,5EAT6,CITY OF SEAGOVILLE,NA,702 N HIGHWAY 175,NA,SEAGOVILLE,TX,75159,1774,USA,05,NA,2A,0003,12~C8~UD,921190,0003,921190N~922120N~922160N,0000,NA,702 N HIGHWAY 175,SEAGOVILLE,TX,75159,32.64941854362416,-96.54306280536912,NA
J2H6MA99NZ33,1556 W PRINCE RD NA TUCSON AZ 85705,1LCD2,FLOWING WELLS UNIFIED SD #8,NA,1556 W PRINCE RD,NA,TUCSON,AZ,85705,3024,USA,07,www.flowingwellsschools.org,2A,0002,12~H6,NA,0000,NA,0000,NA,1556 W PRINCE RD,TUCSON,AZ,85705,32.27231458297959,-110.9998787278314,NA
J2JWJVWQ8EA6,211 8TH ST NA SEAL BEACH CA 90740,1K9Y6,CITY OF SEAL BEACH,NA,211 8TH ST,NA,SEAL BEACH,CA,90740,6305,USA,47,sealbeachca.gov,2A,0003,12~C8~UD,NA,0000,NA,0000,NA,211 8TH ST,SEAL BEACH,CA,90740,33.742166823355866,-118.10556219702934,NA
